P1,P2,set winner,P1Score,P2Score,Round,roundDivision
Oisiitofu,Nakano,0,1,0,round,191
Osusix,Izulu,0,1,0,round,190
Etsuji,Surasura,0,1,0,round,189
Share,Gaia,1,0,1,round,188
Zackray,Perica,0,1,0,round,187
Raito,Elmes,0,1,0,round,186
Nagahari,Noluck,0,1,0,round,185
Tamiflu,Hinawo,0,1,0,round,184
Tatsutsuyo,Rushius,0,1,0,round,183
Lucia,Kei,0,1,0,round,182
Akira,Sakuya,0,1,0,round,181
vent,Rejistar,1,0,1,round,180
Suinoko,Bu,0,1,0,round,179
Ridley,Repo,1,0,1,round,178
Nojinko,Rakku,0,1,0,round,177
Parme,Desumo,0,1,0,round,176
Sigma,Ramperu,0,1,0,round,175
George,Tydr0,0,1,0,round,174
pikazono,Chart-Yatsu,1,0,1,round,173
Gobu,Kuma,0,1,0,round,172
Motti,Hoccho,0,1,0,round,171
Masashi,After-5,0,1,0,round,170
Yoshidora,Kaidedede,0,1,0,round,169
Kome,Kisha,1,0,1,round,168
Aki,Z-Tan,0,1,0,round,167
Tiger,Mao,1,0,1,round,166
shky,??,0,1,0,round,165
Shiro,Gomamugitya,1,0,1,round,164
Martan,busa,0,1,0,round,163
Ononox,Oisiiprotein,1,0,1,round,162
Tea,Yippie,0,1,0,round,161
Kie,Lararashi,0,1,0,round,160
Shogun,Mukyu,0,1,0,round,159
Linus,Sylph,1,0,1,round,158
Nishiya,Kento,1,0,1,round,157
Lunamado,Karamiso,0,1,0,round,156
akasa,Rizeo,0,1,0,round,155
Takashi,Souther,1,0,1,round,154
Atelier,Chinori,0,1,0,round,153
Ruri,Tsuna,1,0,1,round,152
YOC,Narinari,0,1,0,round,151
kou,Sakaki,0,1,0,round,150
komorikiri,Yonro,0,1,0,round,149
Kusari katabira,Jan,0,1,0,round,148
Abadango,Burakki,0,1,0,round,147
You3,tk3,0,1,0,round,146
Arika,Gegan,0,1,0,round,145
Karupis,Notty,0,1,0,round,144
Uto,Alice,0,1,0,round,143
Logix,Best Healthy Kawata,0,1,0,round,142
Karoegu,alex,0,1,0,round,141
